Date,Gold_Toman,USD_Toman,Ounce_Toman,Oil_Toman
2024-05-19,3369700.00,605600.00,1460828290.43,50858290.03
2024-05-18,3600800.00,608600.00,1468064890.28,51110230.04
2024-05-17,3305800.00,607700.00,1465893910.33,51034648.04
2024-05-15,3364200.00,600600.00,1434653190.67,49699650.00
2024-05-14,3372300.00,597300.00,1405685761.67,49205572.36
2024-05-13,3347600.00,595000.00,1389979558.11,49599200.36
2024-05-12,3346600.00,629000.00,1489031730.71,52074910.58
2024-05-11,3374800.00,601600.00,1424167709.38,49806464.55
2024-05-10,3405000.00,633700.00,1500158040.94,52464023.58
2024-05-08,3408500.00,634600.00,1468210621.97,53039869.16
2024-05-07,3417000.00,599500.00,1387962370.73,49854422.20
2024-05-06,3427900.00,597200.00,1386459578.32,49764677.09
2024-05-05,3496700.00,602200.00,1384999721.19,50247569.47
2024-05-04,3363000.00,606100.00,1393969330.81,50572985.48
2024-05-01,3448700.00,597300.00,1373730211.67,49838713.46
2024-04-30,3437100.00,631000.00,1445873338.38,55439660.39
2024-04-29,3457000.00,644100.00,1510672077.10,56938440.98
2024-04-28,3500400.00,627500.00,1465087030.64,56161250.00
2024-04-27,3326500.00,620100.00,1447809510.28,55498950.00
2024-04-26,3436000.00,600600.00,1402280909.33,53753700.00
2024-04-24,3523200.00,644200.00,1497442900.00,56702481.84
2024-04-23,3533900.00,613700.00,1428509460.03,54263352.88
2024-04-22,3563900.00,618300.00,1441999229.81,53792100.00
2024-04-21,3641000.00,640100.00,1535215777.49,55874329.59
2024-04-20,3712600.00,627600.00,1505235778.71,54783204.57
2024-04-19,3662000.00,629000.00,1508593538.57,54905410.58
2024-04-17,3829800.00,600900.00,1425154500.66,52452561.55
2024-04-16,3826800.00,597900.00,1429459349.19,53822955.99
2024-04-15,3789200.00,619200.00,1464903390.23,55789919.06
2024-04-14,3743300.00,638400.00,1504198048.83,57743278.05
2024-04-13,3734900.00,618800.00,1458016529.79,55970458.11
2024-04-12,3879000.00,641000.00,1510324168.70,57978448.04
2024-04-08,3623700.00,637000.00,1485292868.90,57572058.25
2024-04-07,3526000.00,608700.00,1415653560.28,55495177.89
2024-04-06,3552800.00,640000.00,1488447968.75,58348798.83
2024-04-05,3680900.00,647000.00,1504727868.41,58986988.82
2024-04-03,3594800.00,641000.00,1470710337.40,57273349.02
2024-04-02,3549800.00,634740.00,1435147140.00,56441079.64
2024-04-01,3435500.00,632900.00,1415480850.00,55328116.84
2024-03-29,3308500.00,618334.00,1354522520.78,53232371.80
2024-03-27,3273400.00,616580.00,1350680208.21,53081369.94
2024-03-26,3260500.00,613950.00,1335709679.96,52953187.50
2024-03-25,3222700.00,608380.00,1323104853.71,52776965.00
2024-03-24,3227700.00,614030.00,1324646948.98,52401317.95
2024-03-23,3262600.00,618100.00,1333427160.18,52748651.74
2024-03-17,3253600.00,603510.00,1301952152.47,51503541.19
2024-03-16,3200700.00,600260.00,1294940927.31,51226186.20
2024-03-15,3138200.00,601080.00,1296709913.35,51296165.00
2024-03-13,3107700.00,593800.00,1291752462.01,49897013.28
2024-03-12,3084800.00,595340.00,1286172477.86,48770251.71
2024-03-11,3093400.00,597090.00,1303148925.00,49086768.35
2024-03-10,3131200.00,599410.00,1305874684.54,49199573.90
2024-03-09,3091100.00,592850.00,1291583067.90,48661129.09
2024-03-08,3150900.00,605340.00,1318793783.12,49686308.31
2024-03-06,3188280.00,605639.00,1302305571.27,50243810.89
2024-03-05,3189200.00,609890.00,1301200315.00,50035376.16
2024-03-04,3164500.00,609470.00,1290674589.24,50464117.86
2024-03-03,3107000.00,605020.00,1262616178.92,50549422.85
2024-03-02,2987200.00,593390.00,1238345533.05,49577736.31
2024-03-01,2990200.00,593130.00,1237802939.08,49556013.31
2024-02-28,2900100.00,584660.00,1188613780.00,48924348.98
2024-02-27,2898800.00,581090.00,1181937060.00,48608179.39
2024-02-26,2910800.00,586050.00,1188802425.00,48366705.78
2024-02-25,2877100.00,582491.00,1187466138.38,47542917.02
2024-02-23,2864100.00,572670.00,1167445048.02,46741326.97
2024-02-21,2841300.00,572710.00,1158191460.96,47552110.60
2024-02-20,2827000.00,570290.00,1156262975.00,46957676.51
2024-02-19,2799000.00,565060.00,1136618190.00,47165558.89
2024-02-18,2824400.00,570360.00,1147279140.00,47607949.90
2024-02-16,2805500.00,563020.00,1132514730.00,46995280.09
2024-02-14,2776600.00,560270.00,1115105408.36,45718031.15
2024-02-13,2757500.00,555800.00,1107653833.57,46003564.13
2024-02-12,2742900.00,554690.00,1119475330.92,45484580.00
2024-02-11,2749400.00,551950.00,1116760461.95,45364771.85
2024-02-09,2753500.00,549020.00,1110832192.81,45123955.14
2024-02-06,2788200.00,557380.00,1133989610.00,43804492.16
2024-02-05,2768790.00,557015.00,1128345258.30,43441598.66
2024-02-04,2762800.00,553880.00,1127755054.48,42831541.41
2024-02-03,2754700.00,551370.00,1122644443.54,42637443.11
2024-02-02,2781500.00,563780.00,1147912444.24,43597108.43
2024-01-31,2793950.00,576496.00,1180894350.10,47105487.63
2024-01-30,2884200.00,584030.00,1186456945.00,48398567.70
2024-01-29,2910800.00,582890.00,1180468799.54,48030136.89
2024-01-28,2909100.00,582990.00,1175774260.47,48708816.28
2024-01-27,2797200.00,558630.00,1126645011.28,46673538.20
2024-01-26,2804800.00,563000.00,1135458427.49,47038651.72
2024-01-23,2752800.00,556590.00,1126371155.82,44276736.20
2024-01-22,2731600.00,548920.00,1108708642.80,43946533.86
2024-01-21,2710800.00,540510.00,1095343515.00,42462464.28
2024-01-20,2722100.00,539080.00,1092445620.00,42350123.48
2024-01-19,2729300.00,542230.00,1098829095.00,42597587.48
2024-01-17,2694400.00,540290.00,1081984740.81,42077783.72
2024-01-16,2709700.00,536510.00,1086969260.00,42003368.39
2024-01-15,2673700.00,529040.00,1082786142.17,41418542.08
2024-01-14,2657700.00,524630.00,1073760195.38,41073283.18
2024-01-13,2655200.00,520860.00,1066044136.57,40778129.88
2024-01-12,2692100.00,524680.00,1073862530.38,41077197.68
2024-01-10,2613900.00,516020.00,1043237608.80,39630337.57
2024-01-09,2608600.00,519780.00,1053282204.69,40329728.30
2024-01-08,2594700.00,514840.00,1043374731.43,39189622.21
2024-01-07,2565800.00,509490.00,1040582388.44,40127433.49
2024-01-06,2582000.00,509760.00,1041133836.45,40148698.69
2024-01-05,2567700.00,509740.00,1041092988.44,40147123.49
2024-01-03,2564700.00,514170.00,1045924588.89,40233802.50
2024-01-02,2550400.00,508290.00,1049313826.36,38574127.79
2024-01-01,2545100.00,506430.00,1044461182.54,39015367.66
2023-12-31,2525200.00,505980.00,1043533102.59,38980699.66
2023-12-30,2504900.00,505630.00,1042811262.62,38953735.66
2023-12-29,2515500.00,506160.00,1043904334.57,38994566.86
2023-12-27,2501900.00,503190.00,1047591211.86,40079084.27
2023-12-26,2506000.00,503450.00,1036200765.42,40814691.35
2023-12-25,2476500.00,501040.00,1030689432.93,39617232.65
2023-12-24,2455500.00,500890.00,1030380867.92,39605372.15
2023-12-23,2469100.00,500690.00,1029969447.90,39589558.15
2023-12-22,2488300.00,503010.00,1034741920.12,39773000.55
2023-12-20,2463800.00,500760.00,1018796220.00,39910570.47
2023-12-19,2457630.00,500712.00,1020651353.02,39671413.44
2023-12-18,2454300.00,500560.00,1014284752.44,39018650.47
2023-12-17,2447600.00,502380.00,1015360205.73,38457190.53
2023-12-15,2456900.00,504670.00,1019988524.68,38632490.04
2023-12-13,2482300.00,504670.00,1000407365.64,37476795.28
2023-12-12,2449300.00,504460.00,997721012.63,36946649.32
2023-12-11,2444400.00,504640.00,998177920.00,38367778.58
2023-12-10,2438200.00,506170.00,1011479535.72,38387930.95
2023-12-09,2454100.00,505350.00,1009840929.68,38325742.15
2023-12-08,2451300.00,505310.00,1009760997.67,38322708.55
2023-12-06,2475600.00,505170.00,1025747685.00,37534132.54
2023-12-05,2467300.00,504240.00,1017808440.00,38927326.46
2023-12-04,2495400.00,505010.00,1022190728.67,39405929.68
2023-12-03,2492900.00,506510.00,1048982210.00,39953507.41
2023-12-02,2523600.00,505910.00,1047739610.00,39906179.41
2023-12-01,2525400.00,504830.00,1045502930.00,39820989.01
2023-11-29,2479000.00,506950.00,1037777332.62,42127544.23
2023-11-28,2475100.00,507010.00,1034148272.24,41412576.95
2023-11-27,2457590.00,506232.00,1018437562.32,40488437.06
2023-11-26,2437700.00,504240.00,1009589303.38,40631660.12
2023-11-25,2440700.00,502510.00,1006125497.46,40492256.72
2023-11-24,2451100.00,504280.00,1009669391.38,40634883.32
2023-11-22,2422200.00,503740.00,1003147848.30,41286529.94
2023-11-21,2414400.00,502190.00,1004028491.52,41405563.97
2023-11-20,2422200.00,501990.00,992785598.49,41323816.65
2023-11-19,2403100.00,504010.00,998746203.70,40628246.41
2023-11-18,2424100.00,503040.00,996824051.72,40550054.71
2023-11-17,2434000.00,506400.00,1003482227.64,40820904.31
2023-11-15,2424600.00,509430.00,998533730.56,41355527.56
2023-11-14,2422200.00,509070.00,998693550.86,41983003.52
2023-11-13,2416900.00,511510.00,995142705.00,42209803.48
2023-11-12,2413000.00,511800.00,989104667.50,41675874.16
2023-11-11,2409100.00,513370.00,992138849.47,41803719.26
2023-11-10,2423600.00,513250.00,991906937.47,41793947.66
2023-11-08,2437500.00,513530.00,1002153795.00,40846176.67
2023-11-07,2434900.00,510520.00,1004090760.93,41663537.51
2023-11-06,2438200.00,512190.00,1014955691.50,43628344.36
2023-11-05,2465400.00,513520.00,1022675080.00,43592712.49
2023-11-04,2469600.00,512360.00,1020364940.00,43494240.09
2023-11-03,2465900.00,511400.00,1018453100.00,43412745.69
2023-11-01,2516700.00,521350.00,1031647405.46,44121849.07
2023-10-31,2498700.00,516860.00,1026070446.76,45178734.49
2023-10-30,2496100.00,516380.00,1030797730.79,45157429.42
2023-10-29,2485700.00,514600.00,1023333547.44,46561009.73
2023-10-28,2496600.00,513390.00,1020927341.47,46451528.92
2023-10-27,2528700.00,521490.00,1037035001.27,47184416.95
2023-10-25,2476500.00,516090.00,1023974156.40,46515190.28
2023-10-24,2459200.00,511860.00,1010923500.00,45079510.04
2023-10-23,2433100.00,507540.00,1003051326.78,45592319.13
2023-10-22,2406100.00,506160.00,989694672.71,46313640.00
2023-10-21,2413930.00,506362.00,990089643.32,46332123.00
2023-10-18,2417980.00,508805.00,994866441.34,46555657.50
2023-10-17,2437500.00,513360.00,987037246.93,46151064.78
2023-10-16,2397300.00,509920.00,979607299.55,45714328.78
2023-10-15,2346800.00,502980.00,940220538.56,43256280.00
2023-10-14,2407500.00,507520.00,948707160.78,43646720.00
2023-10-12,2396800.00,511700.00,956520834.99,44006200.00
2023-10-11,2396800.00,515530.00,965484609.17,44242784.44
2023-10-10,2398500.00,517730.00,963495530.00,45379035.29
2023-10-09,2399900.00,520570.00,962794215.00,45888246.29
2023-10-08,2453400.00,527530.00,958310985.12,44349446.94
2023-10-07,2444600.00,524400.00,952625027.20,44086307.84
2023-10-05,2243800.00,498970.00,906428889.82,41948407.75
2023-10-04,2243800.00,499010.00,907449685.00,42820046.88
2023-10-02,2250500.00,496240.00,908119200.00,45013929.95
2023-10-01,2250500.00,496500.00,923688612.12,47356168.64
2023-09-30,2261100.00,495540.00,921902628.10,47264603.84
2023-09-28,2291800.00,495380.00,921604964.09,47249343.04
2023-09-27,2291800.00,497380.00,930896395.86,48022040.52
2023-09-26,2286500.00,494480.00,939709804.07,46461340.35
2023-09-25,2315800.00,495020.00,948755319.91,46180416.25
2023-09-23,2317400.00,493580.00,947278711.90,46051015.51
2023-09-21,2323400.00,493930.00,947950431.88,46083670.51
2023-09-20,2323400.00,493930.00,960990195.94,46197272.30
2023-09-19,2333400.00,491150.00,948901800.00,46335089.20
2023-09-18,2340300.00,496450.00,958893175.00,46879773.65
2023-09-17,2334500.00,495330.00,945634490.91,45510919.04
2023-09-13,2348600.00,499310.00,953232708.81,45876601.43
2023-09-12,2348600.00,499310.00,954331227.38,45966477.38
2023-09-11,2335700.00,497000.00,955880124.27,45048079.70
2023-09-10,2341400.00,495750.00,950600625.00,44577839.09
2023-09-09,2345600.00,496650.00,952326375.00,44658767.09
2023-09-07,2353400.00,495910.00,950907425.00,44592226.29
2023-09-05,2362500.00,496040.00,955472223.78,44663442.05
2023-09-04,2362500.00,496040.00,961424703.78,43086034.70
2023-09-03,2370800.00,496400.00,962122455.76,43117304.30
2023-09-02,2363400.00,496660.00,962626387.75,43139887.90
2023-08-31,2329400.00,490200.00,950105616.06,42578772.30
2023-08-30,2329400.00,490200.00,953095883.94,42088572.30
2023-08-29,2331500.00,491010.00,950840865.00,41976443.85
2023-08-28,2322500.00,490760.00,941228615.98,41429958.30
2023-08-27,2311200.00,490130.00,940167342.07,40857237.10
2023-08-26,2317000.00,491620.00,943025460.00,40981443.50
2023-08-24,2313000.00,491670.00,943121369.99,40985611.50
2023-08-23,2313000.00,491670.00,943268895.00,40911860.25
2023-08-22,2316300.00,490230.00,929672183.97,41194026.30
2023-08-21,2319000.00,492730.00,932885733.06,41615975.35
2023-08-20,2279800.00,486950.00,917462483.11,40962235.34
2023-08-19,2263200.00,487920.00,919290060.09,41043831.74
2023-08-17,2304300.00,488580.00,920533566.07,41099350.94
2023-08-16,2304300.00,488580.00,926396526.07,40771999.51
2023-08-15,2307700.00,489440.00,931159600.00,41548561.30
2023-08-14,2322000.00,492480.00,940932275.98,42456700.35
2023-08-13,2321100.00,492960.00,943722636.04,42591744.75
2023-08-12,2321600.00,491420.00,940774460.00,42458688.75
2023-08-10,2349500.00,496730.00,950939924.13,42917472.76
2023-08-09,2349500.00,496590.00,951168498.12,43476456.02
2023-08-08,2350700.00,495420.00,953237609.90,42690340.49
2023-08-07,2340700.00,493500.00,954182250.00,42115288.19
2023-08-06,2351600.00,496440.00,961802868.12,41303806.48
2023-08-05,2360400.00,496320.00,961570380.12,41293822.49
2023-08-02,2367040.00,498670.00,966123270.17,41489342.48
2023-08-01,2385720.00,500090.00,970524638.58,42462643.73
2023-07-31,2391800.00,500700.00,986629350.00,42839890.78
2023-07-30,2367800.00,493660.00,971967186.05,40934286.30
2023-07-29,2326200.00,487970.00,960764144.91,40462471.51
2023-07-26,2332900.00,488990.00,962772422.94,40547049.90
2023-07-25,2332900.00,490250.00,961919513.03,41004509.70
2023-07-24,2334100.00,488370.00,957351734.85,40407732.76
2023-07-23,2326900.00,486140.00,956869385.74,38716189.30
2023-07-22,2272200.00,483360.00,951397511.60,38494790.10
2023-07-20,2317700.00,486370.00,957322094.75,38734506.50
2023-07-19,2317700.00,486370.00,961796675.00,38646959.75
2023-07-18,2310700.00,484700.00,958348816.33,38596659.67
2023-07-17,2312600.00,488170.00,953103119.92,38321345.00
2023-07-16,2326200.00,488180.00,956442232.16,39718325.10
2023-07-15,2318400.00,483700.00,947665016.38,39353832.30
2023-07-13,2349300.00,492610.00,965121487.95,40078749.90
2023-07-12,2349300.00,492610.00,963643657.95,39462987.40
2023-07-11,2345600.00,492430.00,951030083.04,39098942.75
2023-07-10,2327800.00,491460.00,946060500.00,38181528.60
2023-07-09,2348600.00,498290.00,951086098.67,38129149.13
2023-07-08,2357800.00,499630.00,953643756.60,38231685.92
2023-07-06,2383700.00,503130.00,960324206.43,38499505.91
2023-07-05,2383700.00,503130.00,965808335.72,38564915.27
2023-07-04,2380700.00,503100.00,966807245.43,37556415.77
2023-07-03,2384600.00,502840.00,966307603.45,37537006.77
2023-07-02,2383200.00,502990.00,961867801.56,37236349.09
2023-07-01,2400100.00,499930.00,956016163.41,37009817.29
2023-06-28,2348400.00,492800.00,942381464.06,36481983.40
2023-06-27,2348400.00,492350.00,942357900.00,35577212.05
2023-06-26,2351100.00,492920.00,948230179.93,36564805.75
2023-06-25,2359700.00,497970.00,952467194.69,36919495.50
2023-06-24,2358100.00,499510.00,955412752.61,37033671.10
2023-06-22,2335200.00,497130.00,950860526.73,36857217.90
2023-06-21,2335200.00,497310.00,961449447.28,38352548.57
2023-06-20,2300800.00,485880.00,940420740.00,36878292.74
2023-06-19,2329700.00,489740.00,958812995.91,37058624.90
2023-06-18,2310700.00,486810.00,953076641.77,36836911.81
2023-06-17,2358500.00,492280.00,963785808.04,37250826.70
2023-06-15,2307700.00,488100.00,955602203.83,36934526.11
2023-06-14,2307700.00,488020.00,954225529.83,35723062.51
2023-06-13,2327800.00,488580.00,950092656.07,36296608.65
2023-06-12,2346500.00,499100.00,975890254.37,35855342.17
2023-06-11,2276800.00,481970.00,946396280.23,36610440.76
2023-06-10,2247200.00,470090.00,923068712.52,35708035.97
2023-06-08,2348600.00,490840.00,963813412.02,37284205.95
2023-06-07,2348600.00,492900.00,957556805.93,37928653.50
2023-06-06,2386900.00,496350.00,975575925.00,37866541.95
2023-06-03,2464700.00,509250.00,1007296500.00,37827089.38
2023-06-01,2504000.00,510890.00,1010540420.00,37948908.58
2023-05-31,2504000.00,513330.00,1008128799.53,37298559.68
2023-05-30,2495000.00,509580.00,997757640.00,37474513.67
2023-05-29,2495700.00,513420.00,997626389.47,39153410.30
2023-05-28,2526800.00,518350.00,1007205872.34,39529372.11
2023-05-27,2495900.00,515170.00,1001026814.42,39286865.30
2023-05-25,2527100.00,514320.00,999375179.44,39222044.30
2023-05-24,2527100.00,516190.00,1013177757.20,40448648.72
2023-05-23,2536100.00,515040.00,1015864908.57,39575671.71
2023-05-22,2563300.00,522510.00,1031852773.51,39705533.78
2023-05-21,2577400.00,523310.00,1023856015.00,39698296.92
2023-05-20,2564200.00,518530.00,1014503945.00,39335686.12
2023-05-18,2499800.00,510980.00,999732370.00,38762943.11
2023-05-17,2499800.00,512090.00,1014296638.00,39410445.93
2023-05-15,2531790.00,515020.00,1039310360.00,38744956.33
2023-05-14,2531790.00,521060.00,1049779556.56,39069080.55
2023-05-13,2523400.00,513810.00,1035172981.91,38525475.52
2023-05-11,2642500.00,530360.00,1068516266.10,39766394.58
2023-05-10,2642500.00,530410.00,1076997505.00,40528630.04
2023-05-09,2652200.00,529510.00,1078188236.15,41005255.69
2023-05-08,2640900.00,531720.00,1077424261.96,40947758.34
2023-05-07,2658700.00,535870.00,1097461760.00,38850575.00
2023-05-06,2634400.00,527520.00,1080360960.00,38245200.00
2023-05-04,2734600.00,536840.00,1099448320.00,38920900.00
2023-05-03,2734600.00,541800.00,1099095466.77,39188394.99
2023-05-02,2726300.00,540200.00,1088124886.38,40687863.84
2023-05-01,2721700.00,546450.00,1083828943.34,43338948.17
2023-04-30,2748000.00,557350.00,1109070778.61,43679521.03
2023-04-29,2745200.00,549090.00,1092634204.41,43032184.81
2023-04-27,2658000.00,532830.00,1060278430.01,41757888.56
2023-04-26,2658000.00,535050.00,1062448758.87,41568035.81
2023-04-25,2573000.00,517810.00,1032513140.00,41823511.96
2023-04-23,2573350.00,517759.00,1033032731.52,43036129.50
2023-04-19,2602100.00,516069.00,1029660843.60,42895656.70
2023-04-18,2590800.00,517080.00,1037986404.62,43832869.86
2023-04-17,2554500.00,517570.00,1032138068.73,43869234.31
2023-04-16,2630000.00,514550.00,1034708607.56,44935652.44
2023-04-15,2550100.00,512590.00,1030767243.51,44764485.64
2023-04-12,2547230.00,510019.00,1025597219.55,44539960.20
2023-04-11,2554270.00,510540.00,1023530616.93,43707329.71
2023-04-10,2554270.00,508880.00,1012213195.58,42837518.56
2023-04-09,2489900.00,504600.00,1015204752.32,42951553.39
2023-04-08,2486900.00,503080.00,1012146664.28,42822170.98
2023-04-06,2548700.00,510483.00,1027040760.16,43452314.36
2023-04-05,2549000.00,507990.00,1026597003.40,43174069.01
2023-04-04,2595200.00,511080.00,1033505951.04,43411136.45
2023-04-03,2582700.00,511080.00,1013931624.48,43406024.56
2023-03-29,2600920.00,546655.00,1074778382.15,42792152.73
2023-03-28,2630150.00,511750.00,1009375712.49,40249138.28
2023-03-27,2593360.00,511900.00,999433572.50,39989629.41
2023-03-26,2632860.00,510920.00,1012694519.53,38313889.71
2023-03-25,2601860.00,507910.00,1006728398.60,38088169.81
2023-03-24,2637080.00,481014.00,953417837.66,36071238.83
2023-03-18,2632370.00,481014.00,926721560.66,35445922.83
2023-03-15,2421700.00,467919.00,901492733.98,34480952.25
2023-03-14,2316500.00,469470.00,894903691.08,36360450.07
2023-03-13,2284000.00,470800.00,900028337.01,38026514.42
2023-03-12,2170400.00,452840.00,820863045.89,37431756.06
2023-03-11,1992600.00,445050.00,806742113.27,36787834.63
2023-03-08,2249260.00,492988.00,893639323.53,40750389.89
2023-03-07,2292880.00,509070.00,923402085.43,42400440.77
2023-03-06,2320400.00,503480.00,930380704.29,43389906.55
2023-03-05,2347200.00,511040.00,939138183.05,43085781.15
2023-03-04,2343300.00,509000.00,935389275.15,42913788.76
2023-03-01,2512910.00,556478.00,1022639593.43,46916658.82
2023-02-28,2508600.00,556510.00,1017801152.59,46685623.56
2023-02-27,2605030.00,559340.00,1016320780.00,46117581.29
2023-02-26,2574090.00,584380.00,1070584160.00,47101027.11
2023-02-25,2729000.00,584930.00,1071591760.00,47145357.11
2023-02-22,2635000.00,525831.00,963322392.00,42381977.80
2023-02-21,2400800.00,511050.00,936754650.00,42442704.06
2023-02-20,2313500.00,498910.00,918992220.00,42477197.10
2023-02-19,2343800.00,499020.00,919194840.00,42486562.50
2023-02-16,2201500.00,451120.00,830963040.00,38408356.52
2023-02-14,2184570.00,457108.00,847478232.00,39119303.48
2023-02-13,2142400.00,459070.00,850151744.21,39760052.98
2023-02-12,2119800.00,456050.00,856188281.13,38805292.83
2023-02-08,2116440.00,450651.00,846052198.40,38345891.94
2023-02-07,2088000.00,445610.00,834048215.24,37293101.99
2023-02-06,2068100.00,442370.00,825550872.40,35827545.35
2023-02-05,2069000.00,449400.00,866353341.94,37228294.35
2023-02-01,2163200.00,449250.00,866064171.94,37215868.35
2023-01-31,2141500.00,447040.00,862563680.00,37770408.65
2023-01-30,2070200.00,447300.00,860113180.92,37975770.68
2023-01-29,2112700.00,446050.00,865872238.22,38413827.23
2023-01-28,2136900.00,448210.00,870065230.11,38599846.43
2023-01-25,2107500.00,438080.00,850400874.61,37727450.80
2023-01-24,2062600.00,437620.00,846313328.68,37692209.40
2023-01-23,2036500.00,435850.00,839926524.36,38437612.56
2023-01-22,2083800.00,448320.00,853780618.95,38098235.10
2023-01-21,2084000.00,449400.00,855837370.97,38190013.51
2023-01-18,2059190.00,439761.00,837480859.14,37370891.26
2023-01-17,2027200.00,431800.00,823528938.92,37100255.21
2023-01-16,1991400.00,418810.00,785101215.78,34623021.93
2023-01-15,1941800.00,411170.00,770779271.96,33991423.15
2023-01-14,1921500.00,409770.00,768154832.00,33875685.15
2023-01-11,1925340.00,409413.00,767485599.80,33846171.96
2023-01-10,1887800.00,408300.00,764174270.03,32704829.38
2023-01-08,1885210.00,407650.00,747956239.90,32077979.50
2023-01-07,1899100.00,410890.00,753900992.06,32332935.10
2023-01-05,1804900.00,394830.00,724434103.28,31069173.66
2023-01-04,1804900.00,400620.00,742268755.56,31184259.33
2023-01-03,1805600.00,397550.00,731372715.59,32638854.39
2023-01-02,1795200.00,397380.00,723032910.00,32688479.65
2023-01-01,1849700.00,409530.00,745139835.00,33687938.67
2022-12-31,1855200.00,411740.00,749160930.00,33869733.28
2022-12-29,1915300.00,416150.00,757184925.00,34232499.89
2022-12-28,1992100.00,434360.00,785279454.60,36164814.53
2022-12-26,1878300.00,397210.00,709814270.00,32166067.13
2022-12-25,1878300.00,414940.00,741497780.00,33601842.59
2022-12-24,1846000.00,410030.00,732723610.00,33204230.78
2022-12-22,1800100.00,390500.00,697823500.00,31622691.31
2022-12-21,1800100.00,397610.00,722020008.71,32683540.79
2022-12-20,1769400.00,396330.00,719695656.68,31702435.85
2022-12-19,1741700.00,391460.00,699813022.89,31238509.19
2022-12-18,1766400.00,396790.00,705175168.63,32223315.54
2022-12-17,1742100.00,393270.00,698919424.80,31937456.34
2022-12-15,1690200.00,378280.00,672279197.53,30720118.45
2022-12-14,1690200.00,378280.00,683741100.00,31283754.85
2022-12-13,1675200.00,383390.00,695431130.36,30931905.32
2022-12-12,1697800.00,385170.00,685795185.00,30039407.48
2022-12-11,1672400.00,379560.00,677704380.00,29290644.51
2022-12-10,1646300.00,372820.00,665670110.00,28770518.72
2022-12-07,1603550.00,370189.00,660972459.50,28567484.45
2022-12-06,1576400.00,362890.00,642061294.72,28795320.95
2022-12-05,1574700.00,361870.00,639569046.83,29919411.71
2022-12-04,1580700.00,363150.00,654069456.13,31550471.00
2022-12-03,1594800.00,363110.00,653997412.14,31546995.80
2022-12-01,1577300.00,357950.00,644703736.26,31098695.02
2022-11-30,1577300.00,358880.00,626604480.00,30659118.51
2022-11-29,1554400.00,357000.00,624178808.72,29641709.56
2022-11-28,1527600.00,355050.00,617822496.33,29536610.37
2022-11-27,1528600.00,360350.00,628774723.80,30777494.82
2022-11-26,1529700.00,360114.00,628362927.39,30757338.06
2022-11-24,1503400.00,349900.00,610540518.54,29884960.28
2022-11-23,1503400.00,354593.00,618729334.36,30285789.43
2022-11-22,1495500.00,355126.00,617315543.14,31378933.58
2022-11-21,1499700.00,356580.00,619522100.71,31182919.91
2022-11-20,1491600.00,357042.00,628679571.03,32055230.32
2022-11-19,1501300.00,353091.00,621722650.04,31700509.55
2022-11-17,1485600.00,347510.00,611895624.97,31199447.38
2022-11-16,1485600.00,349704.00,620025192.00,32473513.65
2022-11-15,1514700.00,354669.00,629111889.52,33289232.56
2022-11-14,1520500.00,355950.00,631312911.31,33153182.78
2022-11-13,1508900.00,358010.00,626624920.48,33534796.04
2022-11-12,1487000.00,354420.00,620341343.31,33198520.75
2022-11-10,1466000.00,350590.00,613637694.12,32839764.66
2022-11-09,1466000.00,350590.00,599543950.44,32482164.03
2022-11-08,1466700.00,354010.00,606100512.36,33758393.82
2022-11-07,1474500.00,361830.00,606607995.00,35430392.94
2022-11-06,1486100.00,361970.00,589033798.67,34267699.24
2022-11-05,1480100.00,362640.00,590124089.71,34331128.14
2022-11-03,1393000.00,350163.00,569820267.00,33149930.57
2022-11-02,1393000.00,350163.00,576263232.00,33671675.36
2022-11-01,1396500.00,346060.00,569268700.00,32754579.53
2022-10-31,1374800.00,334720.00,547568456.17,31741498.21
2022-10-30,1360500.00,332450.00,552099698.77,32234351.70
2022-10-29,1356100.00,329740.00,547599201.90,31971590.10
2022-10-27,1353980.00,330520.00,548894547.86,32047218.90
2022-10-26,1353980.00,330570.00,550068480.00,31632244.11
2022-10-25,1361600.00,328880.00,543572880.06,30756856.50
2022-10-24,1348300.00,328700.00,541927673.95,30654562.70
2022-10-23,1336900.00,327630.00,534299020.00,30266458.50
2022-10-22,1342000.00,328120.00,535098112.02,30311724.70
2022-10-20,1340600.00,326550.00,532537755.94,30166688.10
2022-10-19,1340600.00,326510.00,531395025.00,30172790.30
2022-10-18,1340400.00,327940.00,540773060.00,29524437.80
2022-10-17,1345000.00,328450.00,544241650.00,30092589.90
2022-10-16,1349200.00,328570.00,548711900.00,31072864.80
2022-10-15,1355000.00,331210.00,553120700.00,31322529.60
2022-10-13,1361600.00,329460.00,550198200.00,31157032.10
2022-10-12,1361600.00,329540.00,550430678.09,30465971.99
2022-10-11,1361400.00,326480.00,548061960.06,30783799.50
2022-10-10,1359800.00,327410.00,545890708.99,31493568.70
2022-10-09,1353800.00,324910.00,556050981.93,30336847.59
2022-10-08,1350100.00,323070.00,552902005.89,30165046.79
2022-10-05,1376200.00,326316.00,558457210.37,30468125.82
2022-10-04,1398600.00,331020.00,569718513.92,30387637.01
2022-10-03,1398600.00,330950.00,560265263.08,29408217.20
2022-10-02,1392800.00,332420.00,551318570.00,29415845.09
2022-10-01,1376700.00,331520.00,549825920.00,29336204.09
2022-09-29,1329800.00,318480.00,528199080.00,28182294.52
