open,low,high,close,change,percent,date1,date2
25790000,25289600,26401000,26018600,352200,1.35%,26/03/2023,1402/01/06
25795000,25615000,25933000,25908000,363000,1.42%,18/04/2023,1402/01/29
25825000,25559000,25887000,25658000,162000,0.63%,08/01/2024,1402/10/18
25832000,25799000,26344000,25952000,125000,0.48%,04/04/2023,1402/01/15
25938000,25291000,25952000,25490000,462000,1.81%,05/04/2023,1402/01/16
25952000,25896000,26118000,26086000,139000,0.54%,10/01/2024,1402/10/20
25968900,25355200,26410300,25733500,287500,1.12%,24/04/2023,1402/02/04
26021000,25984000,26182000,26056000,148000,0.57%,19/04/2023,1402/01/30
26028000,26000000,26328000,26300000,799000,3.13%,16/04/2023,1402/01/27
26028000,26000000,26328000,26300000,2292000,9.55%,22/02/2023,1401/12/03
26032200,25867400,26519000,26021000,35000,0.13%,20/04/2023,1402/01/31
26074000,26049000,26196000,26139000,53000,0.20%,11/01/2024,1402/10/21
26333000,26330000,26737000,26580000,850000,3.30%,26/04/2023,1402/02/06
26367000,26314000,26981000,26921000,782000,2.99%,13/01/2024,1402/10/23
26390000,26307000,26753000,26587000,243000,0.92%,07/05/2023,1402/02/17
26413000,26226000,26755000,26344000,1002000,3.80%,06/05/2023,1402/02/16
26416000,26092000,26580000,26522000,113000,0.43%,09/05/2023,1402/02/19
26425000,26425000,26425000,26425000,-,-,11/05/2023,1402/02/21
26529000,26312000,26598000,26425000,97000,0.37%,10/05/2023,1402/02/20
26563000,26430000,26670000,26577000,25000,0.09%,15/01/2024,1402/10/25
26575000,26559000,26921000,26737000,160000,0.60%,16/01/2024,1402/10/26
26580000,26580000,26580000,26580000,-,-,27/04/2023,1402/02/07
26591000,26358000,27009000,26409000,178000,0.67%,08/05/2023,1402/02/18
26630000,25790000,27160000,26350000,50000,0.19%,23/02/2023,1401/12/04
26774000,26540000,27224000,27097000,360000,1.35%,17/01/2024,1402/10/27
26917000,26462000,27263000,26552000,369000,1.39%,14/01/2024,1402/10/24
26956000,26716000,27305000,27293000,349000,1.30%,20/01/2024,1402/10/30
27011000,26889000,27154000,26944000,153000,0.57%,18/01/2024,1402/10/28
27041000,26958000,27224000,27108000,113000,0.42%,22/01/2024,1402/11/02
27083000,27071000,27318000,27316000,208000,0.77%,23/01/2024,1402/11/03
27099000,27004000,27498000,27452000,872000,3.28%,29/04/2023,1402/02/09
27221000,27057000,27510000,27263000,46000,0.17%,02/05/2023,1402/02/12
27249000,27011000,27522000,27221000,72000,0.26%,21/01/2024,1402/11/01
27258000,27235000,27695000,27346000,83000,0.30%,03/05/2023,1402/02/13
27320000,26920000,27660000,27290000,940000,3.57%,25/02/2023,1401/12/06
27346000,27346000,27346000,27346000,-,-,04/05/2023,1402/02/14
27445000,27376000,27575000,27575000,146000,0.53%,14/02/2024,1402/11/25
27473000,27004000,27683000,27217000,263000,0.97%,01/05/2023,1402/02/11
27492000,27374000,27683000,27429000,65000,0.24%,13/02/2024,1402/11/24
27508000,27429000,27690000,27528000,212000,0.78%,24/01/2024,1402/11/04
27510000,26231000,27755000,27628000,81000,0.29%,05/02/2024,1402/11/16
27522000,27522000,28136000,28048000,520000,1.89%,27/01/2024,1402/11/07
27526100,27088400,28122600,27687900,59900,0.22%,06/02/2024,1402/11/17
27542000,27475000,27840000,27494000,41000,0.15%,12/02/2024,1402/11/23
27568000,27510000,27801000,27766000,191000,0.69%,15/02/2024,1402/11/26
27618000,27399000,27962000,27882000,194100,0.70%,07/02/2024,1402/11/18
27732000,27722000,28066000,28055000,289000,1.04%,17/02/2024,1402/11/28
27787000,25869000,28145000,27480000,28000,0.10%,30/04/2023,1402/02/10
27838000,27145000,27847000,27535000,347000,1.26%,10/02/2024,1402/11/21
27902200,25473100,28278800,25740900,1549100,6.02%,26/02/2023,1401/12/07
27965000,27953000,29232000,29091000,1119000,4%,29/01/2024,1402/11/09
27972000,27965000,29579000,28842000,266000,0.92%,31/01/2024,1402/11/11
27999000,27284000,28034000,27547000,268000,0.97%,04/02/2024,1402/11/15
28041000,28011000,28461000,28168000,113000,0.40%,18/02/2024,1402/11/29
28043000,27824000,28136000,27972000,76000,0.27%,28/01/2024,1402/11/08
28046000,28046000,28309000,28270000,280000,1%,21/02/2024,1402/12/02
28106000,28103000,28429000,28244000,76000,0.27%,19/02/2024,1402/11/30
28226000,27863000,28309000,27990000,254000,0.91%,20/02/2024,1402/12/01
28260000,28260000,28505000,28413000,143000,0.51%,22/02/2024,1402/12/03
28325000,28323000,28771000,28641000,228000,0.80%,24/02/2024,1402/12/05
28637000,28618000,28826000,28771000,130000,0.45%,26/02/2024,1402/12/07
28711200,27674000,29256700,27939500,902500,3.23%,01/02/2024,1402/11/12
28757000,28757000,29209000,29108000,337000,1.17%,27/02/2024,1402/12/08
28849000,27757000,28976000,27815000,124500,0.45%,03/02/2024,1402/11/14
28990000,28937000,29082000,29001000,13000,0.04%,29/02/2024,1402/12/10
28994000,28994000,30262000,29902000,901000,3.11%,02/03/2024,1402/12/12
29096000,27595000,29869000,29108000,17000,0.06%,30/01/2024,1402/11/10
29177000,28831000,29230000,28988000,120000,0.41%,28/02/2024,1402/12/09
29881000,29881000,31359000,31070000,1198000,4.01%,04/03/2024,1402/12/14
29899000,29662000,29959000,29872000,30000,0.10%,03/03/2024,1402/12/13
30429100,29790000,32163900,31645000,575000,1.85%,05/03/2024,1402/12/15
30765000,30518000,30941000,30848000,86000,0.28%,13/03/2024,1402/12/23
30839000,30839000,31215000,31077000,229000,0.74%,14/03/2024,1402/12/24
30966000,30846000,31213000,30934000,378000,1.22%,12/03/2024,1402/12/22
31015000,30901000,31522000,31312000,401000,1.30%,11/03/2024,1402/12/21
31079000,31070000,32051000,31892000,247000,0.78%,06/03/2024,1402/12/16
31111000,30920000,31391000,31382000,305000,0.98%,16/03/2024,1402/12/26
31162000,30946900,32090000,31882800,9200,0.03%,07/03/2024,1402/12/17
31379000,30756000,31405000,30911000,598000,1.93%,10/03/2024,1402/12/20
31389000,31347000,32049000,32007000,625000,1.99%,17/03/2024,1402/12/27
31899000,31442000,32176000,31509000,373800,1.19%,09/03/2024,1402/12/19
32026000,32023000,32557000,32536000,529000,1.65%,18/03/2024,1402/12/28
32224000,32197000,32647000,32605000,378000,1.17%,27/03/2024,1403/01/08
32254000,31913000,32395000,32227000,50000,0.16%,26/03/2024,1403/01/07
32388000,32386000,34563000,34355000,1270000,3.84%,02/04/2024,1403/01/14
32388000,32381000,32811000,32734000,129000,0.40%,28/03/2024,1403/01/09
32545000,32545000,32626000,32626000,90000,0.28%,24/03/2024,1403/01/05
32617000,31405000,32626000,32277000,349000,1.08%,25/03/2024,1403/01/06
32758000,32386000,33365000,33085000,351000,1.07%,30/03/2024,1403/01/11
32764000,32455000,33238000,32894000,116000,0.35%,26/05/2024,1403/03/06
32896000,32702000,33695000,33542000,648000,1.97%,27/05/2024,1403/03/07
32977000,32917000,33249000,33219000,238000,0.72%,12/06/2024,1403/03/23
33001000,32986000,33328000,33268000,94000,0.28%,23/05/2024,1403/03/03
33065000,32986000,36105000,36008000,2950000,8.92%,19/05/2024,1403/02/30
33102000,32928000,33252000,32981000,141000,0.43%,11/06/2024,1403/03/22
33122000,33115000,33642000,33499000,386000,1.17%,15/06/2024,1403/03/26
33217000,33055000,33217000,33113000,106000,0.32%,13/06/2024,1403/03/24
33263000,33240000,35216000,35004000,1739000,5.23%,29/04/2024,1403/02/10
33265000,32432000,33265000,32778000,490000,1.49%,25/05/2024,1403/03/05
33321000,33055000,33559000,33330000,2000,0.01%,09/06/2024,1403/03/20
33337000,32855000,33388000,33122000,208000,0.63%,10/06/2024,1403/03/21
33346000,33109000,34046000,33935000,600000,1.80%,02/06/2024,1403/03/13
33402000,33078000,33965000,33570000,161000,0.48%,10/07/2024,1403/04/20
33448000,33171000,33653000,33559000,99000,0.30%,18/06/2024,1403/03/29
33469000,33263000,33953000,33723000,247000,0.74%,15/05/2024,1403/02/26
33469000,33226000,33838000,33476000,10000,0.03%,14/05/2024,1403/02/25
33491200,33018900,33914800,33622300,63300,0.19%,19/06/2024,1403/03/30
33501000,33379000,33780000,33658000,159000,0.47%,16/06/2024,1403/03/27
33506000,33496000,34517000,33965000,423000,1.26%,28/05/2024,1403/03/08
33515000,33489000,33963000,33630000,194000,0.58%,23/07/2024,1403/05/02
33561000,33415000,33748000,33669000,46700,0.14%,20/06/2024,1403/03/31
33589000,33517000,33766000,33706000,110000,0.33%,06/06/2024,1403/03/17
33612000,33090000,33612000,33436000,95000,0.28%,22/07/2024,1403/05/01
33616000,33425000,33729000,33723000,153000,0.46%,11/07/2024,1403/04/21
33622300,32671400,33834100,33362000,190000,0.57%,22/05/2024,1403/03/02
33623000,33432000,33990000,33845000,122000,0.36%,13/07/2024,1403/04/23
33628000,33205000,33963000,33531000,90000,0.27%,21/07/2024,1403/04/31
33635000,33536000,34207000,34097000,460000,1.37%,23/06/2024,1403/04/03
33635000,33032000,33947000,33058000,584000,1.77%,18/05/2024,1403/02/29
33653000,33496000,35087000,34967000,1337000,3.98%,06/05/2024,1403/02/17
33667000,33446000,33711000,33637000,32000,0.10%,22/06/2024,1403/04/02
33676000,33212000,33688000,33328000,378000,1.13%,08/06/2024,1403/03/19
33681000,33194000,33746000,33466000,282000,0.84%,13/05/2024,1403/02/24
33693000,33107000,33693000,33335000,355000,1.06%,01/06/2024,1403/03/12
33693000,32873000,33870000,33552000,145000,0.43%,21/05/2024,1403/03/01
33713000,33517000,34164000,33642000,81000,0.24%,16/05/2024,1403/02/27
33725000,33725000,34101000,33882000,148000,0.44%,27/07/2024,1403/05/06
33746000,33639000,33803000,33734000,224000,0.66%,25/07/2024,1403/05/04
33746000,33489000,34101000,33958000,328000,0.98%,24/07/2024,1403/05/03
33817000,33517000,33850000,33690000,12000,0.04%,30/05/2024,1403/03/10
33843000,33843000,34104000,33986000,141000,0.42%,14/07/2024,1403/04/24
33877000,33840000,34265000,34062000,180000,0.53%,28/07/2024,1403/05/07
33877000,33148000,33877000,33621000,261000,0.78%,20/07/2024,1403/04/30
33935000,33201000,33940000,33409000,399000,1.19%,09/07/2024,1403/04/19
33942000,33277000,33942000,33596000,339000,1.01%,05/06/2024,1403/03/16
33956000,33817000,34420000,33882000,81000,0.24%,18/07/2024,1403/04/28
33963000,33429000,34256000,33702000,263000,0.78%,29/05/2024,1403/03/09
34050000,34050000,34415000,34279000,217000,0.64%,29/07/2024,1403/05/08
34090000,34023000,34515000,34050000,35000,0.10%,11/05/2024,1403/02/22
34092000,33771000,34127000,33808000,446000,1.32%,08/07/2024,1403/04/18
34104000,33563000,34222000,33748000,302000,0.89%,12/05/2024,1403/02/23
34127000,34127000,34715000,34604000,507000,1.49%,24/06/2024,1403/04/04
34140000,33924000,34274000,34085000,85000,0.25%,09/05/2024,1403/02/20
34194000,33935000,34689000,33963000,23000,0.07%,17/07/2024,1403/04/27
34265000,33850000,34805000,34616000,337000,0.98%,30/07/2024,1403/05/09
34286000,33750000,34323000,34170000,109000,0.32%,08/05/2024,1403/02/19
34341000,34187000,34551000,34254000,67000,0.20%,07/07/2024,1403/04/17
34357000,34316000,34865000,34487000,116000,0.34%,02/05/2024,1403/02/13
34362000,34348000,35558000,35498000,1143000,3.33%,03/04/2024,1403/01/15
34369000,33132000,34501000,33265000,1095000,3.29%,28/04/2024,1403/02/09
34378000,34221000,35085000,34981000,600000,1.75%,27/06/2024,1403/04/07
34438000,33480000,34556000,34381000,223000,0.65%,26/06/2024,1403/04/06
34496000,33355000,34496000,33630000,857000,2.55%,05/05/2024,1403/02/16
34531000,33840000,34678000,34279000,688000,2.01%,07/05/2024,1403/02/18
34600000,34013000,34600000,34371000,199000,0.58%,01/05/2024,1403/02/12
34621000,33840000,35696000,35627000,1011000,2.92%,31/07/2024,1403/05/10
34669000,34032000,34743000,34321000,618000,1.80%,06/07/2024,1403/04/16
34674000,34521000,35446000,34775000,104000,0.30%,17/08/2024,1403/05/27
34761000,34450000,35512000,35422000,739000,2.13%,12/08/2024,1403/05/22
34782000,34173000,35142000,34962000,187000,0.54%,18/08/2024,1403/05/28
34794000,34406000,34912000,34671000,81000,0.23%,15/08/2024,1403/05/25
34796000,34393000,34942000,34810000,25000,0.07%,03/07/2024,1403/04/13
34817000,34755000,35050000,34939000,129000,0.37%,04/07/2024,1403/04/14
34969000,34408000,35482000,34752000,226000,0.65%,14/08/2024,1403/05/24
34978000,34441000,35295000,35124000,143000,0.41%,29/06/2024,1403/04/09
34985000,34371000,35777000,34570000,434000,1.26%,30/04/2024,1403/02/11
35029000,34323000,35050000,34683000,538000,1.55%,11/08/2024,1403/05/21
35131000,34825000,35685000,35482000,358000,1.02%,30/06/2024,1403/04/10
35175000,35022000,35897000,35826000,628000,1.78%,07/08/2024,1403/05/17
35200000,34708000,35463000,34785000,521000,1.50%,02/07/2024,1403/04/12
35228000,34325000,35228000,34360000,872000,2.54%,27/04/2024,1403/02/08
35246000,35246000,35780000,35560000,598000,1.71%,19/08/2024,1403/05/29
35297000,35297000,36525000,36237000,977000,2.77%,09/04/2024,1403/01/21
35341000,34955000,35509000,35232000,107000,0.30%,25/04/2024,1403/02/06
35417000,35135000,35823000,35198000,404000,1.15%,06/08/2024,1403/05/16
35429000,34487000,35564000,34978000,444000,1.27%,13/08/2024,1403/05/23
35486000,35043000,35486000,35306000,176000,0.50%,01/07/2024,1403/04/11
35486000,34902000,36613000,35948000,450000,1.27%,04/04/2024,1403/01/16
35593000,35318000,35971000,35376000,184000,0.52%,20/08/2024,1403/05/30
35604000,34755000,36050000,35260000,268000,0.76%,08/04/2024,1403/01/20
35606000,34817000,35606000,35221000,392000,1.11%,10/08/2024,1403/05/20
35606000,35018000,35717000,35339000,300000,0.85%,24/04/2024,1403/02/05
35671000,35593000,36204000,36156000,529000,1.48%,01/08/2024,1403/05/11
35736000,35373000,35974000,35759000,383000,1.08%,21/08/2024,1403/05/31
35740000,35340000,35925000,35613000,213000,0.60%,08/08/2024,1403/05/18
35768000,35763000,36059000,35828000,69000,0.19%,22/08/2024,1403/06/01
35842000,35671000,35964000,35872000,44000,0.12%,24/08/2024,1403/06/03
35874000,35874000,36500000,36177000,305000,0.85%,26/08/2024,1403/06/05
35895000,35883000,36267000,36147000,264000,0.74%,28/08/2024,1403/06/07
35937000,35757000,37056000,36809000,861000,2.40%,06/04/2024,1403/01/18
35999000,33125000,35999000,33697000,2311000,6.86%,20/05/2024,1403/02/31
36001000,35179000,36001000,35602000,397000,1.12%,05/08/2024,1403/05/15
36029000,36004000,36257000,36066000,28000,0.08%,08/09/2024,1403/06/18
36075000,36050000,36378000,36292000,226000,0.63%,09/09/2024,1403/06/19
36137000,36137000,36403000,36320000,173000,0.48%,29/08/2024,1403/06/08
36186000,35784000,36188000,35883000,294000,0.82%,27/08/2024,1403/06/06
36193000,35925000,37082000,36975000,819000,2.27%,03/08/2024,1403/05/13
36287000,36262000,36763000,36754000,510000,1.41%,01/09/2024,1403/06/11
36290000,35105000,37033000,35528000,1281000,3.61%,07/04/2024,1403/01/19
36297000,36246000,36523000,36523000,231000,0.64%,10/09/2024,1403/06/20
36338000,36172000,36417000,36244000,76000,0.21%,31/08/2024,1403/06/10
36405000,35341000,36481000,35639000,771000,2.16%,23/04/2024,1403/02/04
36440000,36368000,36518000,36454000,21000,0.06%,05/09/2024,1403/06/15
36468000,35713000,36553000,35999000,976000,2.71%,04/08/2024,1403/05/14
36472000,35957000,36472000,36038000,416000,1.15%,07/09/2024,1403/06/17
36488000,36488000,36701000,36629000,106000,0.29%,11/09/2024,1403/06/21
36590000,36518000,37310000,37126000,506000,1.38%,21/04/2024,1403/02/02
36625000,36472000,37296000,37063000,434000,1.18%,14/09/2024,1403/06/24
36745000,36396000,36745000,36433000,321000,0.88%,03/09/2024,1403/06/13
36911000,36848000,37109000,37093000,198000,0.54%,16/09/2024,1403/06/26
37033000,36793000,37130000,36895000,168000,0.46%,15/09/2024,1403/06/25
37112000,37077000,37527000,37331000,238000,0.64%,17/09/2024,1403/06/27
37119000,36248000,37144000,36410000,716000,1.97%,22/04/2024,1403/02/03
37310000,37246000,37504000,37382000,69000,0.18%,19/09/2024,1403/06/29
37310000,37059000,38972000,38790000,2553000,7.05%,13/04/2024,1403/01/25
37333000,37273000,37506000,37313000,18000,0.05%,18/09/2024,1403/06/28
37379000,36241000,37571000,37433000,84000,0.22%,15/04/2024,1403/01/27
37398000,37398000,38111000,38054000,672000,1.80%,22/09/2024,1403/07/01
37495000,36943000,38241000,37892000,459000,1.23%,16/04/2024,1403/01/28
37696000,36565000,37696000,36620000,1678000,4.58%,20/04/2024,1403/02/01
37899000,37303000,38536000,38268000,376000,0.99%,17/04/2024,1403/01/29
37980000,37657000,38663000,38298000,30000,0.08%,18/04/2024,1403/01/30
38058000,37989000,38548000,38497000,443000,1.16%,23/09/2024,1403/07/02
38511000,38501000,39164000,39072000,575000,1.49%,24/09/2024,1403/07/03
38769000,38769000,39259000,39051000,270000,0.70%,26/09/2024,1403/07/05
38772000,36478000,39344000,37349000,1441000,3.86%,14/04/2024,1403/01/26
39049000,38691000,39106000,38781000,291000,0.75%,25/09/2024,1403/07/04
39056000,39056000,40621000,40261000,1210000,3.10%,28/09/2024,1403/07/07
39490000,39467000,40621000,40501000,1125000,2.86%,01/10/2024,1403/07/10
39762000,39146000,39764000,39376000,411000,1.04%,30/09/2024,1403/07/09
40258000,39409000,40258000,39787000,474000,1.19%,29/09/2024,1403/07/08
40332000,40284000,40803000,40674000,328000,0.81%,09/10/2024,1403/07/18
40355000,40355000,40942000,40819000,454000,1.12%,13/10/2024,1403/07/22
40505000,40018000,40953000,40785000,284000,0.70%,02/10/2024,1403/07/11
40630000,40609000,41094000,41050000,265000,0.65%,03/10/2024,1403/07/12
40688000,40667000,41057000,40928000,254000,0.62%,10/10/2024,1403/07/19
40750000,40743000,41489000,41410000,480000,1.17%,06/10/2024,1403/07/15
40824000,40824000,41464000,41078000,259000,0.63%,14/10/2024,1403/07/23
40935000,40311000,40935000,40365000,563000,1.39%,12/10/2024,1403/07/21
41004000,40277000,41004000,40346000,653000,1.62%,08/10/2024,1403/07/17
41018000,41018000,41752000,41625000,575000,1.40%,16/10/2024,1403/07/25
41046000,39928000,41046000,40930000,120000,0.29%,05/10/2024,1403/07/14
41064000,40824000,41110000,41050000,28000,0.07%,15/10/2024,1403/07/24
41383000,40836000,41383000,40999000,411000,1%,07/10/2024,1403/07/16
41634000,41560000,41937000,41794000,169000,0.41%,17/10/2024,1403/07/26
41803000,41803000,42639000,42535000,741000,1.77%,19/10/2024,1403/07/28
42447000,42447000,43484000,43223000,760000,1.79%,12/11/2024,1403/08/22
42537000,42468000,43500000,42759000,224000,0.53%,20/10/2024,1403/07/29
42775000,42738000,43479000,43255000,496000,1.16%,21/10/2024,1403/07/30
42888000,42883000,43643000,43569000,697000,1.63%,18/11/2024,1403/08/28
42953000,42768000,43297000,42872000,90000,0.21%,17/11/2024,1403/08/27
42985000,42763000,43334000,42962000,21000,0.05%,16/11/2024,1403/08/26
43227000,43227000,44105000,43744000,521000,1.21%,13/11/2024,1403/08/23
43241000,43241000,44370000,44368000,1113000,2.57%,22/10/2024,1403/08/01
43583000,43474000,44670000,44361000,792000,1.82%,19/11/2024,1403/08/29
43761000,42562000,43761000,42983000,761000,1.77%,14/11/2024,1403/08/24
43763000,43763000,44823000,44481000,713000,1.63%,27/10/2024,1403/08/06
44365000,44365000,45908000,45677000,1309000,2.95%,23/10/2024,1403/08/02
44426000,44407000,45261000,44950000,589000,1.33%,20/11/2024,1403/08/30
44442000,42359000,44451000,42463000,1995000,4.70%,11/11/2024,1403/08/21
44479000,44479000,45400000,45363000,882000,1.98%,28/10/2024,1403/08/07
44693000,44679000,45261000,45111000,408000,0.91%,27/11/2024,1403/09/07
44739000,44389000,45072000,44703000,32000,0.07%,26/11/2024,1403/09/06
44940000,44940000,45451000,45197000,247000,0.55%,21/11/2024,1403/09/01
45109000,44987000,45651000,45631000,520000,1.15%,28/11/2024,1403/09/08
45199000,45199000,47053000,46605000,1408000,3.12%,23/11/2024,1403/09/03
45372000,45354000,46526000,46268000,905000,2%,29/10/2024,1403/08/08
45448000,44430000,45492000,44458000,1009000,2.27%,10/11/2024,1403/08/20
45462000,45354000,45767000,45467000,35000,0.08%,09/11/2024,1403/08/19
45617000,45617000,46519000,45795000,164000,0.36%,30/11/2024,1403/09/10
45651000,45587000,45998000,45919000,270000,0.59%,02/12/2024,1403/09/12
45656000,45557000,46046000,45970000,293000,0.64%,24/10/2024,1403/08/03
45661000,45231000,45806000,45432000,277000,0.61%,07/11/2024,1403/08/17
45663000,44631000,45705000,44735000,942000,2.11%,25/11/2024,1403/09/05
45758000,45400000,46139000,45649000,146000,0.32%,01/12/2024,1403/09/11
45898000,45861000,46483000,46217000,298000,0.65%,03/12/2024,1403/09/13
45977000,43518000,46646000,43768000,2202000,5.03%,26/10/2024,1403/08/05
46092000,45354000,47154000,45709000,388000,0.85%,06/11/2024,1403/08/16
46115000,45631000,46900000,46593000,466000,1.01%,02/11/2024,1403/08/12
46145000,46081000,46877000,46579000,429000,0.93%,08/12/2024,1403/09/18
46171000,45700000,46425000,46097000,88000,0.19%,05/11/2024,1403/08/15
46212000,46212000,46937000,46866000,649000,1.40%,04/12/2024,1403/09/14
46263000,46254000,47639000,47508000,1240000,2.68%,30/10/2024,1403/08/09
46577000,46577000,47201000,46942000,363000,0.78%,09/12/2024,1403/09/19
46596000,46395000,47418000,46790000,197000,0.42%,03/11/2024,1403/08/13
46614000,45123000,46780000,45677000,928000,2.03%,24/11/2024,1403/09/04
46808000,45945000,46808000,46185000,605000,1.31%,04/11/2024,1403/08/14
46861000,45681000,46861000,46150000,716000,1.55%,07/12/2024,1403/09/17
46940000,46930000,47579000,47579000,637000,1.36%,10/12/2024,1403/09/20
47542000,46083000,47542000,46127000,1381000,2.99%,31/10/2024,1403/08/10
47572000,47572000,48678000,48613000,1034000,2.17%,11/12/2024,1403/09/21
48191000,48140000,48948000,48676000,494000,1.03%,14/12/2024,1403/09/24
48463000,48463000,49581000,49417000,882000,1.82%,16/12/2024,1403/09/26
48632000,48124000,48706000,48182000,431000,0.89%,12/12/2024,1403/09/22
48683000,48371000,48872000,48535000,141000,0.29%,15/12/2024,1403/09/25
48715000,48632000,49170000,48918000,208000,0.43%,21/12/2024,1403/10/01
48902000,48362000,49103000,49071000,153000,0.31%,22/12/2024,1403/10/02
49075000,49024000,50223000,49872000,801000,1.63%,23/12/2024,1403/10/03
49105000,49105000,49879000,49694000,570000,1.16%,18/12/2024,1403/09/28
49431000,49084000,49795000,49124000,293000,0.60%,17/12/2024,1403/09/27
49673000,48574000,49724000,48710000,984000,2.02%,19/12/2024,1403/09/29
49890000,49885000,50673000,50493000,621000,1.25%,24/12/2024,1403/10/04
50490000,49918000,50894000,50777000,284000,0.56%,25/12/2024,1403/10/05
50763000,50629000,51495000,51432000,655000,1.29%,26/12/2024,1403/10/06
51169000,51169000,52510000,52240000,1066000,2.08%,07/01/2025,1403/10/18
51213000,50860000,51308000,51174000,32000,0.06%,06/01/2025,1403/10/17
51421000,51421000,52649000,52630000,1198000,2.33%,28/12/2024,1403/10/08
51596000,51195000,51795000,51206000,358000,0.70%,05/01/2025,1403/10/16
51629000,51007000,52425000,52305000,693000,1.34%,30/12/2024,1403/10/10
51982000,51098000,51982000,51564000,392000,0.76%,04/01/2025,1403/10/15
52169000,51931000,52326000,51956000,229000,0.44%,02/01/2025,1403/10/13
52247000,52007000,52730000,52718000,478000,0.92%,08/01/2025,1403/10/19
52298000,51956000,52621000,52413000,108000,0.21%,31/12/2024,1403/10/11
52356000,51751000,52790000,52538000,240000,0.46%,18/01/2025,1403/10/29
52430000,51945000,52430000,52185000,228000,0.44%,01/01/2025,1403/10/12
52492000,52356000,53141000,52797000,319000,0.61%,20/01/2025,1403/11/01
52543000,52330000,52940000,52478000,60000,0.11%,19/01/2025,1403/10/30
52582000,51970000,52582000,52298000,289000,0.55%,16/01/2025,1403/10/27
52621000,51190000,52972000,51612000,1018000,1.97%,29/12/2024,1403/10/09
52732000,52617000,52944000,52850000,132000,0.25%,09/01/2025,1403/10/20
52762000,52536000,52931000,52587000,697000,1.33%,15/01/2025,1403/10/26
52801000,52663000,54210000,54117000,1320000,2.50%,21/01/2025,1403/11/02
52831000,52831000,53801000,53535000,685000,1.30%,11/01/2025,1403/10/22
52836000,52836000,53538000,53284000,450000,0.85%,13/01/2025,1403/10/24
53524000,52790000,53549000,52834000,701000,1.33%,12/01/2025,1403/10/23
54466000,54445000,54907000,54824000,707000,1.31%,22/01/2025,1403/11/03
